id,subscription_type,m_revenue,join_date,last_payment,country,age,gender,device_type,plan_duration
1741,Basic,13,11-04-23,05-07-23,Italy,29,Female,Smartphone,1 Month
1742,Standard,14,05-03-23,20-05-23,Canada,42,Male,Laptop,1 Month
1743,Basic,12,26-06-23,11-07-23,Brazil,29,Female,Tablet,1 Month
1744,Basic,10,19-04-22,10-04-23,Spain,45,Female,Smartphone,1 Month
1745,Premium,17,18-08-22,13-05-23,United Kingdom,43,Male,Smart TV,1 Month
1746,Standard,11,29-09-22,25-06-23,United States,34,Male,Smartphone,1 Month
1747,Premium,17,31-05-22,11-11-22,Brazil,46,Female,Smartphone,1 Month
1748,Premium,14,03-08-22,09-04-23,Germany,45,Female,Laptop,1 Month
1749,Standard,14,23-01-22,09-08-22,Italy,37,Male,Tablet,1 Month
1750,Basic,13,17-12-22,18-03-23,Spain,40,Male,Tablet,1 Month
1751,Standard,13,07-04-23,04-07-23,United States,37,Female,Smart TV,1 Month
1752,Standard,13,28-08-22,06-06-23,United States,30,Female,Laptop,1 Month
1753,Standard,12,18-05-23,11-07-23,United States,35,Female,Smartphone,1 Month
1754,Standard,13,23-03-22,26-08-22,Mexico,46,Male,Laptop,1 Month
1755,Premium,18,27-09-22,10-11-22,United Kingdom,44,Female,Tablet,1 Month
1756,Premium,15,15-05-23,04-07-23,United States,28,Female,Tablet,1 Month
1757,Standard,12,07-03-22,27-01-23,United Kingdom,31,Male,Laptop,1 Month
1758,Premium,17,27-08-22,02-05-23,France,48,Male,Tablet,1 Month
1759,Basic,13,02-06-22,10-10-22,Germany,40,Male,Smart TV,1 Month
1760,Basic,12,20-04-23,27-06-23,United Kingdom,27,Male,Smart TV,1 Month
1761,Standard,13,13-08-22,24-06-23,Brazil,32,Male,Smart TV,1 Month
1762,Standard,15,14-01-22,15-11-22,Brazil,47,Female,Smartphone,1 Month
1763,Premium,16,27-02-22,03-04-22,Mexico,43,Male,Smartphone,1 Month
1764,Standard,13,15-10-21,07-12-21,Mexico,26,Male,Smartphone,1 Month
1765,Basic,9,07-04-22,29-08-22,United Kingdom,31,Female,Laptop,1 Month
1766,Standard,13,12-07-22,18-09-22,Spain,48,Female,Smart TV,1 Month
1767,Standard,15,22-01-23,21-06-23,United Kingdom,49,Male,Laptop,1 Month
1768,Premium,18,14-02-22,28-12-22,Canada,26,Male,Smartphone,1 Month
1769,Premium,18,30-12-21,22-01-22,United Kingdom,34,Male,Smart TV,1 Month
1770,Standard,12,29-09-21,29-05-22,United States,46,Female,Smart TV,1 Month
1771,Premium,16,27-11-22,21-06-23,Australia,43,Female,Laptop,1 Month
1772,Basic,12,27-11-22,16-03-23,United States,28,Male,Smartphone,1 Month
1773,Premium,16,12-01-22,19-05-22,Germany,28,Female,Smartphone,1 Month
1774,Basic,11,28-02-23,28-06-23,United Kingdom,43,Female,Laptop,1 Month
1775,Basic,12,16-06-23,30-06-23,Canada,39,Female,Smart TV,1 Month
1776,Standard,12,26-12-22,28-06-23,United Kingdom,47,Female,Tablet,1 Month
1777,Basic,11,23-05-23,15-07-23,United States,49,Male,Smartphone,1 Month
1778,Standard,14,24-12-21,16-07-22,Germany,30,Male,Tablet,1 Month
1779,Premium,17,20-05-22,26-06-22,Spain,43,Female,Smartphone,1 Month
1780,Premium,18,24-11-22,21-12-22,Canada,44,Male,Smart TV,1 Month
1781,Premium,17,28-06-22,21-04-23,Brazil,39,Female,Tablet,1 Month
1782,Basic,12,18-10-22,13-07-23,United Kingdom,41,Female,Laptop,1 Month
1783,Standard,13,26-04-23,14-07-23,Germany,51,Female,Tablet,1 Month
1784,Standard,14,01-02-23,03-07-23,Canada,48,Female,Tablet,1 Month
1785,Premium,14,30-06-23,15-07-23,Canada,40,Female,Laptop,1 Month
1786,Premium,14,03-06-22,03-11-22,Australia,46,Male,Smartphone,1 Month
1787,Basic,10,24-05-23,01-07-23,Canada,43,Female,Laptop,1 Month
1788,Standard,11,06-09-21,16-08-22,France,31,Female,Tablet,1 Month
1789,Basic,12,24-10-22,19-06-23,France,29,Male,Smartphone,1 Month
1790,Standard,14,12-05-22,07-12-22,Spain,33,Female,Smartphone,1 Month
1791,Basic,10,23-05-23,14-07-23,Canada,43,Female,Tablet,1 Month
1792,Basic,10,24-10-22,22-12-22,United States,36,Female,Tablet,1 Month
1793,Standard,11,12-11-22,05-07-23,United Kingdom,35,Female,Smartphone,1 Month
1794,Standard,11,12-11-21,31-03-22,United States,43,Female,Smartphone,1 Month
1795,Standard,13,21-06-23,30-06-23,United States,46,Female,Smart TV,1 Month
1796,Basic,13,07-09-21,16-06-22,Canada,47,Female,Smartphone,1 Month
1797,Basic,10,08-02-22,12-06-22,Italy,36,Male,Smart TV,1 Month
1798,Basic,9,03-05-23,20-06-23,Australia,43,Male,Smartphone,1 Month
1799,Premium,16,02-09-21,27-04-22,United States,38,Male,Smart TV,1 Month
1800,Standard,14,26-09-22,07-07-23,France,26,Female,Smart TV,1 Month
1801,Standard,11,28-09-22,06-02-23,Brazil,50,Male,Smartphone,1 Month
1802,Basic,10,01-09-21,11-07-22,Italy,46,Male,Smart TV,1 Month
1803,Basic,12,10-06-22,29-12-22,Germany,46,Female,Laptop,1 Month
1804,Premium,17,10-01-23,26-06-23,Spain,47,Female,Smart TV,1 Month
1805,Standard,13,23-05-23,13-07-23,United Kingdom,45,Female,Laptop,1 Month
1806,Basic,12,23-11-22,29-06-23,Spain,37,Male,Tablet,1 Month
1807,Standard,12,21-05-22,04-10-22,Canada,28,Female,Tablet,1 Month
1808,Premium,14,02-10-22,07-03-23,United States,35,Female,Smartphone,1 Month
1809,Basic,12,02-06-23,23-06-23,Italy,26,Male,Smart TV,1 Month
1810,Basic,10,28-04-23,24-06-23,Mexico,41,Female,Smartphone,1 Month
1811,Premium,15,21-11-21,18-10-22,United States,43,Female,Smart TV,1 Month
1812,Basic,13,11-05-23,21-06-23,United Kingdom,42,Male,Smart TV,1 Month
1813,Basic,9,02-09-21,19-10-21,Australia,28,Female,Laptop,1 Month
1814,Standard,15,22-02-23,21-06-23,United States,50,Male,Tablet,1 Month
1815,Basic,9,08-06-22,27-12-22,United States,37,Female,Laptop,1 Month
1816,Basic,9,06-06-22,28-09-22,Germany,43,Female,Smart TV,1 Month
1817,Premium,17,21-06-22,21-04-23,Germany,47,Female,Tablet,1 Month
1818,Basic,13,15-03-22,04-10-22,Germany,42,Male,Smart TV,1 Month
1819,Premium,18,02-06-22,06-03-23,France,26,Male,Smartphone,1 Month
1820,Premium,16,27-12-21,23-01-22,United Kingdom,38,Male,Smartphone,1 Month
1821,Standard,12,05-01-23,17-04-23,Spain,43,Female,Smart TV,1 Month
1822,Basic,11,24-02-22,21-01-23,Spain,29,Female,Laptop,1 Month
1823,Standard,12,26-12-22,14-02-23,Germany,30,Male,Smartphone,1 Month
1824,Basic,11,21-06-22,02-06-23,Italy,34,Male,Smartphone,1 Month
1825,Basic,10,04-11-22,15-07-23,Canada,34,Male,Laptop,1 Month
1826,Standard,12,26-04-23,14-07-23,Canada,48,Male,Tablet,1 Month
1827,Basic,13,15-08-22,22-03-23,Canada,37,Male,Tablet,1 Month
1828,Basic,9,10-09-21,20-07-22,United States,31,Male,Tablet,1 Month
1829,Premium,18,06-03-23,28-03-23,Germany,30,Female,Smartphone,1 Month
1830,Standard,12,20-04-22,22-03-23,Italy,49,Female,Smart TV,1 Month
1831,Premium,17,13-09-21,04-10-21,Brazil,35,Female,Laptop,1 Month
1832,Basic,10,28-08-22,22-05-23,Canada,42,Female,Smartphone,1 Month
1833,Basic,13,03-02-22,26-05-22,Germany,44,Male,Smartphone,1 Month
1834,Standard,11,05-01-22,02-02-22,Canada,48,Female,Tablet,1 Month
1835,Premium,18,20-10-21,13-06-22,France,29,Female,Smartphone,1 Month
1836,Standard,15,13-09-22,08-10-22,United States,48,Female,Smartphone,1 Month
1837,Standard,13,13-02-23,09-07-23,Mexico,45,Male,Smart TV,1 Month
1838,Premium,17,02-06-23,15-07-23,United Kingdom,51,Female,Smart TV,1 Month
1839,Premium,14,05-04-22,26-01-23,Italy,43,Female,Smart TV,1 Month
1840,Basic,10,21-02-23,25-05-23,Spain,29,Female,Smartphone,1 Month
1841,Standard,13,19-10-21,05-04-22,Spain,47,Female,Laptop,1 Month
1842,Premium,16,03-04-22,03-04-23,Spain,49,Female,Tablet,1 Month
1843,Standard,11,26-02-22,29-05-22,Germany,30,Male,Tablet,1 Month
1844,Premium,14,25-03-22,16-06-22,United States,41,Male,Smartphone,1 Month
1845,Basic,10,29-06-22,28-12-22,Brazil,43,Female,Laptop,1 Month
1846,Standard,11,06-10-22,04-07-23,Australia,31,Female,Smart TV,1 Month
1847,Basic,9,23-10-22,27-04-23,United States,31,Female,Smart TV,1 Month
1848,Standard,11,23-05-22,07-12-22,France,33,Female,Laptop,1 Month
1849,Basic,13,11-02-23,15-07-23,Canada,36,Male,Laptop,1 Month
1850,Premium,15,09-11-21,02-10-22,Brazil,32,Male,Smart TV,1 Month
1851,Basic,12,02-01-23,06-07-23,United States,40,Female,Laptop,1 Month
1852,Standard,15,10-06-23,07-07-23,United States,27,Female,Laptop,1 Month
1853,Basic,9,29-06-22,04-08-22,United States,46,Male,Laptop,1 Month
1854,Standard,13,23-12-21,10-09-22,Italy,46,Male,Smartphone,1 Month
1855,Basic,10,11-12-21,18-02-22,Spain,28,Male,Smartphone,1 Month
1856,Premium,18,24-10-22,28-02-23,Brazil,38,Female,Smart TV,1 Month
1857,Premium,16,23-09-22,06-07-23,Canada,40,Female,Tablet,1 Month
1858,Standard,15,13-09-21,03-08-22,Australia,26,Female,Smartphone,1 Month
1859,Standard,14,16-06-23,29-06-23,United Kingdom,35,Male,Smart TV,1 Month
1860,Standard,11,03-12-22,19-06-23,Brazil,28,Male,Tablet,1 Month
1861,Basic,12,11-10-21,02-11-21,United States,41,Male,Tablet,1 Month
1862,Basic,9,31-01-22,08-05-22,Canada,27,Male,Laptop,1 Month
1863,Basic,13,04-01-23,30-03-23,United States,47,Female,Tablet,1 Month
1864,Basic,11,17-04-22,12-05-22,Italy,48,Male,Smartphone,1 Month
1865,Basic,12,17-06-23,24-06-23,Australia,33,Male,Laptop,1 Month
1866,Premium,15,20-12-22,20-06-23,United States,39,Male,Laptop,1 Month
1867,Basic,10,30-05-23,03-07-23,United Kingdom,42,Male,Laptop,1 Month
1868,Standard,12,25-03-23,23-06-23,Brazil,34,Female,Laptop,1 Month
1869,Premium,17,17-09-22,30-03-23,Canada,48,Female,Smart TV,1 Month
1870,Premium,14,23-10-22,26-05-23,Mexico,29,Female,Smart TV,1 Month
1871,Basic,10,13-01-23,17-03-23,France,36,Female,Tablet,1 Month
1872,Premium,17,15-09-22,15-07-23,Canada,50,Male,Smartphone,1 Month
1873,Basic,11,20-04-23,23-06-23,United States,27,Female,Tablet,1 Month
1874,Standard,11,26-05-23,27-06-23,Brazil,28,Male,Laptop,1 Month
1875,Standard,13,15-12-22,29-06-23,United States,33,Male,Laptop,1 Month
1876,Standard,13,27-09-21,28-05-22,United Kingdom,40,Male,Laptop,1 Month
1877,Standard,13,02-06-23,21-06-23,Spain,39,Male,Tablet,1 Month
1878,Basic,11,29-04-23,21-06-23,United Kingdom,42,Female,Laptop,1 Month
1879,Standard,11,25-12-21,17-05-22,Australia,35,Female,Tablet,1 Month
1880,Standard,14,26-01-23,02-06-23,United States,45,Male,Smartphone,1 Month
1881,Basic,9,14-06-22,28-04-23,France,38,Male,Smart TV,1 Month
1882,Standard,15,26-02-22,27-06-22,Mexico,50,Male,Tablet,1 Month
1883,Basic,12,17-01-22,07-10-22,United States,46,Male,Smart TV,1 Month
1884,Standard,12,30-11-22,06-04-23,Brazil,42,Male,Smartphone,1 Month
1885,Basic,10,04-04-22,21-03-23,Australia,40,Male,Smart TV,1 Month
1886,Basic,10,11-06-22,03-06-23,United Kingdom,37,Female,Laptop,1 Month
1887,Basic,13,29-10-21,23-11-21,Italy,43,Male,Smart TV,1 Month
1888,Premium,17,30-08-22,12-10-22,United Kingdom,41,Male,Tablet,1 Month
1889,Standard,13,08-06-23,29-06-23,Italy,48,Male,Smart TV,1 Month
1890,Basic,10,02-10-22,10-06-23,United States,45,Male,Tablet,1 Month
1891,Basic,9,09-07-22,27-04-23,Brazil,29,Female,Laptop,1 Month
1892,Premium,14,15-01-22,18-03-22,Germany,42,Female,Smart TV,1 Month
1893,Basic,11,29-11-21,05-08-22,United Kingdom,43,Male,Smart TV,1 Month
1894,Basic,10,19-09-22,17-03-23,United States,29,Male,Smart TV,1 Month
1895,Standard,15,06-07-22,28-01-23,Canada,34,Male,Laptop,1 Month
1896,Basic,11,27-03-23,07-07-23,United Kingdom,34,Male,Smartphone,1 Month
1897,Premium,16,07-12-21,18-08-22,Australia,48,Female,Tablet,1 Month
1898,Premium,18,19-10-21,05-07-22,Canada,39,Male,Smartphone,1 Month
1899,Basic,11,11-10-21,07-11-21,Italy,27,Male,Smart TV,1 Month
1900,Premium,14,28-11-21,06-08-22,Australia,51,Male,Smartphone,1 Month
1901,Premium,15,17-11-22,28-06-23,France,37,Female,Smartphone,1 Month
1902,Standard,14,06-11-22,24-12-22,United Kingdom,47,Male,Smartphone,1 Month
1903,Basic,12,07-07-22,06-04-23,Spain,41,Female,Tablet,1 Month
1904,Standard,13,19-09-21,05-07-22,United States,32,Male,Smartphone,1 Month
1905,Basic,13,01-09-22,25-02-23,Italy,42,Female,Laptop,1 Month
1906,Standard,15,08-05-22,29-07-22,Italy,36,Male,Tablet,1 Month
1907,Basic,12,05-02-23,22-06-23,United Kingdom,45,Female,Tablet,1 Month
1908,Premium,16,10-12-21,21-02-22,Spain,31,Female,Tablet,1 Month
1909,Premium,17,27-09-22,19-01-23,Canada,44,Male,Smartphone,1 Month
1910,Basic,13,15-12-22,18-02-23,Germany,51,Female,Tablet,1 Month
1911,Basic,13,04-12-22,28-06-23,Brazil,28,Male,Laptop,1 Month
1912,Basic,11,25-03-23,22-06-23,Italy,34,Female,Smart TV,1 Month
1913,Premium,18,16-03-23,25-06-23,Canada,33,Female,Laptop,1 Month
1914,Premium,14,03-11-21,16-07-22,United States,31,Male,Smartphone,1 Month
1915,Basic,11,20-09-21,15-04-22,Brazil,48,Male,Tablet,1 Month
1916,Basic,11,15-02-22,18-12-22,United States,45,Male,Smart TV,1 Month
1917,Standard,11,19-11-22,06-07-23,United Kingdom,26,Female,Laptop,1 Month
1918,Premium,17,13-06-22,23-10-22,Italy,44,Male,Tablet,1 Month
1919,Basic,12,17-10-22,04-06-23,Canada,42,Male,Laptop,1 Month
1920,Premium,17,16-04-22,18-06-22,Spain,42,Male,Tablet,1 Month
1921,Standard,13,05-04-23,01-07-23,United States,38,Male,Laptop,1 Month
1922,Basic,9,23-07-22,27-05-23,France,39,Male,Smart TV,1 Month
1923,Standard,11,04-02-23,15-07-23,Germany,30,Female,Smartphone,1 Month
1924,Premium,17,19-08-22,26-11-22,Canada,48,Male,Smart TV,1 Month
1925,Premium,18,03-05-23,20-06-23,Brazil,46,Female,Tablet,1 Month
1926,Standard,11,24-11-21,23-08-22,Mexico,44,Male,Smart TV,1 Month
1927,Premium,15,09-09-22,09-12-22,Canada,41,Female,Tablet,1 Month
1928,Premium,14,15-09-22,31-10-22,France,39,Male,Smart TV,1 Month
1929,Standard,15,19-08-22,28-12-22,Spain,43,Male,Smartphone,1 Month
1930,Basic,12,28-04-23,18-05-23,Brazil,34,Female,Laptop,1 Month
1931,Premium,16,11-06-23,02-07-23,Australia,39,Male,Smart TV,1 Month
1932,Premium,14,14-10-21,24-02-22,United States,47,Female,Tablet,1 Month
1933,Standard,15,10-08-22,02-03-23,Australia,51,Female,Laptop,1 Month
1934,Basic,13,24-02-23,12-07-23,Germany,32,Male,Laptop,1 Month
1935,Basic,9,12-04-22,03-04-23,United States,47,Female,Smart TV,1 Month
1936,Basic,12,21-02-23,02-07-23,Brazil,44,Male,Smart TV,1 Month
1937,Standard,14,29-01-22,04-04-22,United States,32,Male,Smart TV,1 Month
1938,Basic,10,30-06-23,11-07-23,Spain,50,Female,Laptop,1 Month
1939,Standard,14,02-04-23,10-07-23,Germany,38,Female,Smart TV,1 Month
1940,Standard,11,07-06-22,01-01-23,United States,36,Male,Smart TV,1 Month
1941,Basic,10,20-04-22,18-10-22,France,46,Male,Smart TV,1 Month
1942,Basic,11,03-10-22,26-02-23,United States,27,Female,Laptop,1 Month
1943,Premium,15,28-01-23,25-03-23,Germany,38,Male,Smartphone,1 Month
1944,Standard,13,02-02-23,08-07-23,Germany,48,Female,Smart TV,1 Month
1945,Standard,15,09-07-22,27-02-23,United Kingdom,47,Male,Laptop,1 Month
1946,Standard,13,23-12-22,14-07-23,Mexico,27,Female,Tablet,1 Month
1947,Premium,18,22-07-22,12-12-22,Italy,45,Male,Laptop,1 Month
1948,Basic,13,30-07-22,13-05-23,Canada,31,Female,Laptop,1 Month
1949,Standard,11,16-05-23,03-07-23,United States,26,Male,Smart TV,1 Month
1950,Standard,12,29-06-22,26-05-23,France,39,Female,Smart TV,1 Month
1951,Standard,12,02-09-21,26-03-22,Canada,36,Male,Laptop,1 Month
1952,Premium,16,14-08-22,08-07-23,France,40,Male,Smartphone,1 Month
1953,Basic,13,20-11-22,26-02-23,Canada,34,Female,Laptop,1 Month
1954,Basic,10,25-04-22,01-09-22,France,36,Female,Tablet,1 Month
1955,Basic,10,15-02-23,25-03-23,Spain,34,Female,Laptop,1 Month
1956,Standard,11,18-07-22,03-01-23,United States,35,Male,Smartphone,1 Month
1957,Premium,15,26-02-22,07-04-22,Australia,44,Female,Smart TV,1 Month
1958,Premium,17,23-03-23,04-05-23,United Kingdom,45,Male,Smartphone,1 Month
1959,Basic,13,27-11-22,21-06-23,Brazil,36,Male,Laptop,1 Month
1960,Standard,11,07-09-21,25-07-22,United Kingdom,47,Male,Laptop,1 Month
1961,Standard,13,19-07-22,31-05-23,France,45,Male,Tablet,1 Month
1962,Basic,12,15-09-22,24-11-22,Brazil,45,Female,Laptop,1 Month
1963,Basic,9,05-06-23,30-06-23,Spain,29,Female,Smartphone,1 Month
1964,Standard,13,25-05-22,18-10-22,United States,39,Male,Laptop,1 Month
1965,Basic,9,26-03-22,19-03-23,Canada,42,Male,Smart TV,1 Month
1966,Standard,15,19-12-21,06-03-22,Spain,33,Female,Tablet,1 Month
1967,Premium,17,23-12-22,05-02-23,United States,46,Male,Laptop,1 Month
1968,Standard,13,10-02-22,30-01-23,Australia,46,Female,Laptop,1 Month
1969,Basic,11,06-12-22,28-12-22,Mexico,49,Female,Smartphone,1 Month
1970,Standard,15,13-03-23,07-07-23,Spain,48,Male,Smart TV,1 Month
1971,Standard,15,03-10-21,19-11-21,Australia,38,Male,Laptop,1 Month
1972,Standard,11,11-09-22,10-01-23,Brazil,41,Female,Tablet,1 Month
1973,Standard,11,14-03-22,23-05-22,Brazil,26,Male,Smartphone,1 Month
1974,Standard,12,23-09-22,08-02-23,Canada,42,Male,Smart TV,1 Month
1975,Premium,18,23-12-21,08-05-22,Canada,35,Male,Laptop,1 Month
1976,Basic,11,20-12-21,28-07-22,Australia,40,Male,Tablet,1 Month
1977,Premium,18,02-10-21,05-04-22,Italy,33,Male,Smart TV,1 Month
1978,Basic,9,23-02-23,02-07-23,United States,33,Female,Smartphone,1 Month
1979,Basic,11,03-01-22,09-06-22,Australia,43,Male,Smart TV,1 Month
1980,Standard,12,06-01-22,10-04-22,United States,26,Female,Smartphone,1 Month
1981,Premium,16,03-04-23,15-07-23,Mexico,51,Female,Smartphone,1 Month
1982,Basic,10,06-07-22,09-04-23,Australia,50,Female,Laptop,1 Month
1983,Standard,13,30-12-22,22-02-23,Spain,33,Female,Smart TV,1 Month
1984,Basic,10,04-01-23,05-07-23,Canada,26,Male,Tablet,1 Month
1985,Standard,13,16-11-22,30-06-23,United Kingdom,40,Female,Smartphone,1 Month
1986,Standard,12,19-10-21,21-01-22,United Kingdom,31,Male,Smart TV,1 Month
1987,Standard,12,14-12-22,09-07-23,United States,34,Female,Tablet,1 Month
1988,Standard,13,20-08-22,15-07-23,France,41,Female,Laptop,1 Month
1989,Premium,15,12-04-23,06-07-23,United States,40,Male,Tablet,1 Month
1990,Premium,17,23-01-22,28-11-22,France,31,Male,Tablet,1 Month
1991,Standard,14,09-10-21,03-10-22,Australia,51,Male,Tablet,1 Month
1992,Premium,17,12-02-22,29-12-22,Mexico,39,Female,Tablet,1 Month
1993,Standard,14,10-03-23,02-07-23,Germany,33,Female,Smart TV,1 Month
1994,Basic,9,24-06-23,04-07-23,United States,44,Female,Laptop,1 Month
1995,Basic,13,08-05-23,10-07-23,United Kingdom,38,Male,Smartphone,1 Month
1996,Premium,16,15-10-21,17-02-22,United States,34,Female,Smart TV,1 Month
1997,Premium,14,19-03-23,09-07-23,United States,45,Male,Laptop,1 Month
1998,Premium,14,20-04-22,14-02-23,Australia,28,Male,Tablet,1 Month
1999,Standard,11,17-06-23,13-07-23,Italy,39,Male,Smartphone,1 Month
2000,Basic,12,05-02-22,23-03-22,Brazil,43,Female,Tablet,1 Month
2001,Premium,18,10-02-22,22-11-22,Australia,38,Female,Tablet,1 Month
2002,Standard,11,22-05-23,20-06-23,Brazil,27,Female,Laptop,1 Month
2003,Basic,10,14-09-22,13-11-22,Spain,31,Female,Smart TV,1 Month
2004,Basic,12,27-10-21,03-02-22,France,27,Male,Smart TV,1 Month
2005,Standard,15,01-06-23,25-06-23,Canada,29,Female,Tablet,1 Month
2006,Premium,18,11-08-22,14-09-22,Spain,32,Female,Smartphone,1 Month
2007,Standard,14,17-04-22,10-12-22,Germany,35,Male,Smart TV,1 Month
2008,Premium,17,28-01-22,26-02-22,United States,41,Male,Laptop,1 Month
2009,Basic,11,15-11-22,27-01-23,Germany,47,Female,Smart TV,1 Month
2010,Basic,12,17-10-21,14-07-22,United Kingdom,39,Female,Tablet,1 Month
2011,Standard,11,19-11-22,18-04-23,Canada,46,Male,Laptop,1 Month
2012,Standard,14,29-09-22,26-10-22,United States,42,Female,Tablet,1 Month
2013,Basic,9,16-02-23,22-06-23,France,40,Female,Laptop,1 Month
2014,Basic,10,29-04-23,14-07-23,United Kingdom,45,Male,Tablet,1 Month
2015,Basic,13,26-11-21,20-02-22,Brazil,30,Female,Tablet,1 Month
2016,Premium,14,24-05-22,16-08-22,Canada,39,Male,Smart TV,1 Month
2017,Basic,9,29-11-21,02-01-22,United Kingdom,29,Female,Smart TV,1 Month
2018,Basic,13,19-07-22,29-11-22,Spain,39,Female,Smartphone,1 Month
2019,Basic,9,08-02-23,25-03-23,United Kingdom,41,Female,Smartphone,1 Month
2020,Basic,9,11-03-22,21-09-22,Canada,32,Female,Smart TV,1 Month
2021,Premium,15,16-01-23,21-06-23,United States,50,Male,Laptop,1 Month
2022,Basic,11,22-08-22,06-03-23,France,51,Male,Smart TV,1 Month
2023,Basic,12,12-04-23,06-07-23,United Kingdom,50,Female,Smart TV,1 Month
2024,Premium,17,08-02-22,21-10-22,United States,32,Male,Laptop,1 Month
2025,Basic,10,30-10-22,10-07-23,Germany,30,Female,Smart TV,1 Month
2026,Standard,11,06-06-22,21-04-23,Brazil,40,Male,Smart TV,1 Month
2027,Premium,14,14-12-21,24-10-22,Mexico,28,Male,Tablet,1 Month
2028,Basic,11,19-09-21,28-11-21,United States,36,Female,Laptop,1 Month
2029,Premium,14,28-04-23,26-06-23,United States,41,Male,Smartphone,1 Month
2030,Standard,14,06-05-22,21-12-22,France,48,Male,Smart TV,1 Month
2031,Premium,18,09-06-22,17-09-22,Australia,49,Female,Tablet,1 Month
2032,Premium,16,22-11-21,01-09-22,Australia,35,Female,Smartphone,1 Month
2033,Premium,17,23-02-22,30-01-23,Mexico,49,Female,Tablet,1 Month
2034,Basic,13,26-05-23,14-07-23,Spain,33,Female,Laptop,1 Month
2035,Standard,12,29-03-23,06-07-23,United States,44,Female,Smart TV,1 Month
2036,Standard,14,31-12-21,29-12-22,Spain,35,Male,Smart TV,1 Month
2037,Basic,12,15-09-22,08-04-23,United States,32,Male,Tablet,1 Month
2038,Basic,10,13-01-22,22-11-22,Brazil,46,Female,Smart TV,1 Month
2039,Basic,11,14-05-23,04-07-23,Spain,26,Female,Smartphone,1 Month
2040,Premium,17,11-10-21,24-02-22,Mexico,41,Male,Smartphone,1 Month
2041,Premium,18,06-03-22,02-01-23,Canada,44,Male,Tablet,1 Month
2042,Premium,15,14-11-22,22-05-23,France,47,Female,Smartphone,1 Month
2043,Premium,15,28-06-23,11-07-23,Mexico,44,Female,Laptop,1 Month
2044,Standard,12,11-12-21,22-10-22,United States,42,Male,Smartphone,1 Month
2045,Basic,12,04-06-23,11-07-23,Brazil,42,Female,Smartphone,1 Month
2046,Standard,15,24-04-23,22-06-23,Italy,30,Female,Smartphone,1 Month
2047,Basic,12,14-10-22,24-12-22,United States,31,Male,Tablet,1 Month
2048,Standard,14,01-04-23,30-06-23,Brazil,30,Male,Smartphone,1 Month
2049,Basic,13,25-02-22,08-01-23,Spain,27,Female,Smartphone,1 Month
2050,Standard,14,01-10-21,06-12-21,Germany,34,Male,Smartphone,1 Month
2051,Basic,12,12-03-22,14-02-23,Canada,38,Female,Smartphone,1 Month
2052,Standard,12,16-10-21,21-08-22,Spain,38,Female,Tablet,1 Month
2053,Premium,17,23-04-22,30-09-22,Spain,40,Female,Smartphone,1 Month
2054,Premium,15,29-09-21,21-12-21,Spain,47,Male,Smartphone,1 Month
2055,Standard,12,14-02-22,04-08-22,Germany,45,Female,Smart TV,1 Month
2056,Premium,16,22-07-22,25-03-23,Australia,50,Female,Laptop,1 Month
2057,Premium,16,16-03-22,15-02-23,Italy,36,Male,Smartphone,1 Month
2058,Standard,15,17-05-23,30-06-23,United States,36,Male,Tablet,1 Month
2059,Basic,10,23-06-22,17-11-22,France,38,Male,Smartphone,1 Month
2060,Premium,15,24-11-22,07-04-23,United Kingdom,46,Male,Tablet,1 Month
2061,Premium,16,28-03-23,02-07-23,United States,45,Male,Smart TV,1 Month
2062,Standard,13,15-01-23,15-07-23,Mexico,45,Male,Smart TV,1 Month
2063,Premium,16,31-08-22,06-07-23,Canada,47,Female,Smart TV,1 Month
2064,Standard,12,06-12-22,05-07-23,United Kingdom,34,Female,Laptop,1 Month
2065,Basic,12,13-07-22,14-09-22,Germany,30,Female,Laptop,1 Month
2066,Premium,17,24-05-22,05-02-23,Brazil,27,Male,Smart TV,1 Month
2067,Premium,15,23-05-22,26-01-23,Italy,41,Female,Laptop,1 Month
2068,Standard,12,10-10-22,29-06-23,United Kingdom,31,Male,Smart TV,1 Month
2069,Basic,10,02-03-22,09-11-22,Australia,34,Female,Smart TV,1 Month
2070,Standard,11,29-11-22,14-07-23,United States,46,Male,Laptop,1 Month
2071,Standard,11,03-05-23,04-07-23,Mexico,30,Male,Tablet,1 Month
2072,Premium,14,02-04-23,25-04-23,United States,37,Female,Smart TV,1 Month
2073,Standard,15,26-02-22,06-02-23,Germany,43,Female,Smart TV,1 Month
2074,Basic,11,31-01-23,07-07-23,Australia,27,Female,Smart TV,1 Month
2075,Premium,15,16-09-21,19-04-22,Spain,33,Female,Tablet,1 Month
2076,Premium,14,31-01-22,10-09-22,United Kingdom,47,Female,Smart TV,1 Month
2077,Basic,10,11-07-22,07-10-22,Brazil,27,Male,Laptop,1 Month
2078,Basic,10,31-05-22,25-07-22,Germany,38,Female,Laptop,1 Month
2079,Premium,14,30-07-22,30-05-23,Canada,28,Male,Laptop,1 Month
2080,Premium,14,13-03-22,03-02-23,United States,36,Male,Smart TV,1 Month
2081,Standard,15,14-07-22,12-03-23,United States,38,Female,Laptop,1 Month
2082,Premium,15,30-03-22,07-08-22,United States,27,Male,Laptop,1 Month
2083,Basic,9,05-06-22,24-09-22,France,47,Male,Laptop,1 Month
